pdb,stacking,base_triple_type
ens-994,stacked,non-triple
ens-995,stacked,non-triple
ens-996,stacked,non-triple
ens-997,stacked,non-triple
ens-998,stacked,non-triple
ens-999,stacked,non-triple
ens-1000,stacked,non-triple
ens-1001,stacked,non-triple
ens-1002,stacked,non-triple
ens-1003,stacked,non-triple
ens-1004,stacked,non-triple
ens-1005,stacked,non-triple
ens-1006,stacked,non-triple
ens-1007,stacked,non-triple
ens-1008,stacked,non-triple
ens-1009,stacked,non-triple
ens-1010,stacked,non-triple
ens-1011,stacked,non-triple
ens-1012,stacked,non-triple
ens-1013,stacked,non-triple
ens-1014,stacked,non-triple
ens-1015,stacked,non-triple
ens-1016,stacked,non-triple
ens-1017,stacked,non-triple
ens-1018,stacked,non-triple
ens-1019,stacked,non-triple
ens-1020,stacked,non-triple
ens-1021,stacked,non-triple
ens-1022,stacked,non-triple
ens-1023,stacked,non-triple
ens-1024,stacked,non-triple
ens-1025,stacked,non-triple
ens-1026,stacked,non-triple
ens-1027,stacked,non-triple
ens-1028,stacked,non-triple
ens-1029,stacked,non-triple
ens-1030,stacked,non-triple
ens-1031,stacked,non-triple
ens-1032,stacked,non-triple
ens-1033,stacked,non-triple
ens-1034,stacked,non-triple
ens-1035,stacked,non-triple
ens-1036,stacked,non-triple
ens-1037,stacked,non-triple
ens-1038,stacked,non-triple
ens-1039,stacked,non-triple
ens-1040,stacked,non-triple
ens-1041,stacked,non-triple
ens-1042,stacked,non-triple
ens-1043,stacked,non-triple
ens-1044,stacked,non-triple
ens-1045,stacked,non-triple
ens-1046,stacked,non-triple
ens-1047,stacked,non-triple
ens-1048,stacked,non-triple
ens-1049,stacked,non-triple
ens-1050,stacked,non-triple
ens-1051,stacked,non-triple
ens-1052,stacked,non-triple
ens-1053,stacked,non-triple
ens-1054,stacked,non-triple
ens-1055,stacked,non-triple
ens-1056,stacked,non-triple
ens-1057,stacked,non-triple
ens-1058,stacked,non-triple
ens-1059,stacked,non-triple
ens-1060,stacked,non-triple
ens-1061,stacked,non-triple
ens-1062,stacked,non-triple
ens-1063,stacked,non-triple
ens-1064,stacked,non-triple
ens-1065,stacked,non-triple
ens-1066,stacked,non-triple
ens-1067,stacked,non-triple
ens-1068,stacked,non-triple
ens-1069,stacked,non-triple
ens-1070,stacked,non-triple
ens-1071,stacked,non-triple
ens-1072,stacked,non-triple
ens-1073,stacked,non-triple
ens-1074,stacked,non-triple
ens-1075,stacked,non-triple
ens-1076,stacked,non-triple
ens-1077,stacked,non-triple
ens-1078,stacked,non-triple
ens-1079,stacked,non-triple
ens-1080,stacked,non-triple
ens-1081,stacked,non-triple
ens-1082,stacked,non-triple
ens-1083,stacked,non-triple
ens-1084,stacked,non-triple
ens-1085,stacked,non-triple
ens-1086,stacked,non-triple
ens-1087,stacked,non-triple
ens-1088,stacked,non-triple
ens-1089,stacked,non-triple
ens-1090,stacked,non-triple
ens-1091,stacked,non-triple
ens-1092,stacked,non-triple
ens-1093,stacked,non-triple
ens-1094,stacked,non-triple
ens-1095,stacked,non-triple
ens-1096,stacked,non-triple
ens-1097,stacked,non-triple
ens-1098,stacked,non-triple
ens-1099,stacked,non-triple
ens-1100,stacked,non-triple
ens-1101,stacked,non-triple
ens-1102,stacked,non-triple
ens-1103,stacked,non-triple
ens-1104,stacked,non-triple
ens-1105,stacked,non-triple
ens-1106,stacked,non-triple
ens-1107,stacked,non-triple
ens-1108,stacked,non-triple
ens-1109,stacked,non-triple
ens-1110,stacked,non-triple
ens-1111,stacked,non-triple
ens-1112,stacked,non-triple
ens-1113,stacked,non-triple
ens-1114,stacked,non-triple
ens-1115,stacked,non-triple
ens-1116,stacked,non-triple
ens-1117,stacked,non-triple
ens-1118,stacked,non-triple
ens-1119,stacked,non-triple
ens-1120,stacked,non-triple
ens-1121,stacked,non-triple
ens-1122,stacked,non-triple
ens-1123,stacked,non-triple
ens-1124,stacked,non-triple
ens-1125,stacked,non-triple
ens-1126,stacked,non-triple
ens-1127,stacked,non-triple
ens-1128,stacked,non-triple
ens-1129,stacked,non-triple
ens-1130,stacked,non-triple
ens-1131,stacked,non-triple
ens-1132,stacked,non-triple
ens-1133,stacked,non-triple
ens-1134,stacked,non-triple
ens-1135,stacked,non-triple
ens-1136,stacked,non-triple
ens-1137,stacked,non-triple
ens-1138,stacked,non-triple
ens-1139,stacked,non-triple
ens-1140,stacked,non-triple
ens-1141,stacked,non-triple
ens-1142,stacked,non-triple
ens-1143,stacked,non-triple
ens-1144,stacked,non-triple
ens-1145,stacked,non-triple
ens-1146,stacked,non-triple
ens-1147,stacked,non-triple
ens-1148,stacked,non-triple
ens-1149,stacked,non-triple
ens-1150,stacked,non-triple
ens-1151,stacked,non-triple
ens-1152,stacked,non-triple
ens-1153,stacked,non-triple
ens-1154,stacked,non-triple
ens-1155,stacked,non-triple
ens-1156,stacked,non-triple
ens-1157,stacked,non-triple
ens-1158,stacked,non-triple
ens-1159,stacked,non-triple
ens-1160,stacked,non-triple
ens-1161,stacked,non-triple
ens-1162,stacked,non-triple
ens-1163,stacked,non-triple
ens-1164,stacked,non-triple
ens-1165,stacked,non-triple
ens-1166,stacked,non-triple
ens-1167,stacked,non-triple
ens-1168,stacked,non-triple
ens-1169,stacked,non-triple
ens-1170,stacked,non-triple
ens-1171,stacked,non-triple
ens-1172,stacked,non-triple
ens-1173,stacked,non-triple
ens-1174,stacked,non-triple
ens-1175,stacked,non-triple
ens-1176,stacked,non-triple
ens-1177,stacked,non-triple
ens-1178,stacked,non-triple
ens-1179,stacked,non-triple
ens-1180,stacked,non-triple
ens-1181,stacked,non-triple
ens-1182,stacked,non-triple
ens-1183,stacked,non-triple
ens-1184,stacked,non-triple
ens-1185,stacked,non-triple
ens-1186,stacked,non-triple
ens-1187,stacked,non-triple
ens-1188,stacked,non-triple
ens-1189,stacked,non-triple
ens-1190,stacked,non-triple
ens-1191,stacked,non-triple
ens-1192,stacked,non-triple
ens-1193,stacked,non-triple
ens-1194,stacked,non-triple
ens-1195,stacked,non-triple
ens-1196,stacked,non-triple
ens-1197,stacked,non-triple
ens-1198,stacked,non-triple
ens-1199,stacked,non-triple
ens-1200,stacked,non-triple
ens-1201,stacked,non-triple
ens-1202,stacked,non-triple
ens-1203,stacked,non-triple
ens-1204,stacked,non-triple
ens-1205,stacked,non-triple
ens-1206,stacked,non-triple
ens-1207,stacked,non-triple
ens-1208,stacked,non-triple
ens-1209,stacked,non-triple
ens-1210,stacked,non-triple
ens-1211,stacked,non-triple
ens-1212,stacked,non-triple
ens-1213,stacked,non-triple
ens-1214,stacked,non-triple
ens-1215,stacked,non-triple
ens-1216,stacked,non-triple
ens-1217,stacked,non-triple
ens-1218,stacked,non-triple
ens-1219,stacked,non-triple
ens-1220,stacked,non-triple
ens-1221,stacked,non-triple
ens-1222,stacked,non-triple
ens-1223,stacked,non-triple
ens-1224,stacked,non-triple
ens-1225,stacked,non-triple
ens-1226,stacked,non-triple
ens-1227,stacked,non-triple
ens-1228,stacked,non-triple
ens-1229,stacked,non-triple
ens-1230,stacked,non-triple
ens-1231,stacked,non-triple
ens-1232,stacked,non-triple
ens-1233,stacked,non-triple
ens-1234,stacked,non-triple
ens-1235,stacked,non-triple
ens-1236,stacked,non-triple
ens-1237,stacked,non-triple
ens-1238,stacked,non-triple
ens-1239,stacked,non-triple
ens-1240,stacked,non-triple
ens-1241,stacked,non-triple
ens-1242,stacked,non-triple
ens-1243,stacked,non-triple
ens-1244,stacked,non-triple
ens-1245,stacked,non-triple
ens-1246,stacked,non-triple
ens-1247,stacked,non-triple
ens-1248,stacked,non-triple
ens-1249,stacked,non-triple
ens-1250,stacked,non-triple
ens-1251,stacked,non-triple
ens-1252,stacked,non-triple
ens-1253,stacked,non-triple
ens-1254,stacked,non-triple
ens-1255,stacked,non-triple
ens-1256,stacked,non-triple
ens-1257,stacked,non-triple
ens-1258,stacked,non-triple
ens-1259,stacked,non-triple
ens-1260,stacked,non-triple
ens-1261,stacked,non-triple
ens-1262,stacked,non-triple
ens-1263,stacked,non-triple
ens-1264,stacked,non-triple
ens-1265,stacked,non-triple
ens-1266,stacked,non-triple
ens-1267,stacked,non-triple
ens-1268,stacked,non-triple
ens-1269,stacked,non-triple
ens-1270,stacked,non-triple
ens-1271,stacked,non-triple
ens-1272,stacked,non-triple
ens-1273,stacked,non-triple
ens-1274,stacked,non-triple
ens-1275,stacked,non-triple
ens-1276,stacked,non-triple
ens-1277,stacked,non-triple
ens-1278,stacked,non-triple
ens-1279,stacked,non-triple
ens-1280,stacked,non-triple
ens-1281,stacked,non-triple
ens-1282,stacked,non-triple
ens-1283,stacked,non-triple
ens-1284,stacked,non-triple
ens-1285,stacked,non-triple
ens-1286,stacked,non-triple
ens-1287,stacked,non-triple
ens-1288,stacked,non-triple
ens-1289,stacked,non-triple
ens-1290,stacked,non-triple
ens-1291,stacked,non-triple
ens-1292,stacked,non-triple
ens-1293,stacked,non-triple
ens-1294,stacked,non-triple
ens-1295,stacked,non-triple
ens-1296,stacked,non-triple
ens-1297,stacked,non-triple
ens-1298,stacked,non-triple
ens-1299,stacked,non-triple
ens-1300,stacked,non-triple
ens-1301,stacked,non-triple
ens-1302,stacked,non-triple
ens-1303,stacked,non-triple
ens-1304,stacked,non-triple
ens-1305,stacked,non-triple
ens-1306,stacked,non-triple
ens-1307,stacked,non-triple
ens-1308,stacked,non-triple
ens-1309,stacked,non-triple
ens-1310,stacked,non-triple
ens-1311,stacked,non-triple
ens-1312,stacked,non-triple
ens-1313,stacked,non-triple
ens-1314,stacked,non-triple
ens-1315,stacked,non-triple
ens-1316,stacked,non-triple
ens-1317,stacked,non-triple
ens-1318,stacked,non-triple
ens-1319,stacked,non-triple
ens-1320,stacked,non-triple
ens-1321,stacked,non-triple
ens-1322,stacked,non-triple
ens-1323,stacked,non-triple
ens-1324,stacked,non-triple
ens-1325,stacked,non-triple
ens-1326,stacked,non-triple
ens-1327,stacked,non-triple
ens-1328,stacked,non-triple
ens-1329,stacked,non-triple
ens-1330,stacked,non-triple
ens-1331,stacked,non-triple
ens-1332,stacked,non-triple
ens-1333,stacked,non-triple
ens-1334,stacked,non-triple
ens-1335,stacked,non-triple
ens-1336,stacked,non-triple
ens-1337,stacked,non-triple
ens-1338,stacked,non-triple
ens-1339,stacked,non-triple
ens-1340,stacked,non-triple
ens-1341,stacked,non-triple
ens-1342,stacked,non-triple
ens-1343,stacked,non-triple
ens-1344,stacked,non-triple
ens-1345,stacked,non-triple
ens-1346,stacked,non-triple
ens-1347,stacked,non-triple
ens-1348,stacked,non-triple
ens-1349,stacked,non-triple
ens-1350,stacked,non-triple
ens-1351,stacked,non-triple
ens-1352,stacked,non-triple
ens-1353,stacked,non-triple
ens-1354,stacked,non-triple
ens-1355,stacked,non-triple
ens-1356,stacked,non-triple
ens-1357,stacked,non-triple
ens-1358,stacked,non-triple
ens-1359,stacked,non-triple
ens-1360,stacked,non-triple
ens-1361,stacked,non-triple
ens-1362,stacked,non-triple
ens-1363,stacked,non-triple
ens-1364,stacked,non-triple
ens-1365,stacked,non-triple
ens-1366,stacked,non-triple
ens-1367,stacked,non-triple
ens-1368,stacked,non-triple
ens-1369,stacked,non-triple
ens-1370,stacked,non-triple
ens-1371,stacked,non-triple
ens-1372,stacked,non-triple
ens-1373,stacked,non-triple
ens-1374,stacked,non-triple
ens-1375,stacked,non-triple
ens-1376,stacked,non-triple
ens-1377,stacked,non-triple
ens-1378,stacked,non-triple
ens-1379,stacked,non-triple
ens-1380,stacked,non-triple
ens-1381,stacked,non-triple
ens-1382,stacked,non-triple
ens-1383,stacked,non-triple
ens-1384,stacked,non-triple
ens-1385,stacked,non-triple
ens-1386,stacked,non-triple
ens-1387,stacked,non-triple
ens-1388,stacked,non-triple
ens-1389,stacked,non-triple
ens-1390,stacked,non-triple
ens-1391,stacked,non-triple
ens-1392,stacked,non-triple
ens-1393,stacked,non-triple
ens-1394,stacked,non-triple
ens-1395,stacked,non-triple
ens-1396,stacked,non-triple
ens-1397,stacked,non-triple
ens-1398,stacked,non-triple
ens-1399,stacked,non-triple
ens-1400,stacked,non-triple
ens-1401,stacked,non-triple
ens-1402,stacked,non-triple
ens-1403,stacked,non-triple
ens-1404,stacked,non-triple
ens-1405,stacked,non-triple
ens-1406,stacked,non-triple
ens-1407,stacked,non-triple
ens-1408,stacked,non-triple
ens-1409,stacked,non-triple
ens-1410,stacked,non-triple
ens-1411,stacked,non-triple
ens-1412,stacked,non-triple
ens-1413,stacked,non-triple
ens-1414,stacked,non-triple
ens-1415,stacked,non-triple
ens-1416,stacked,non-triple
ens-1417,stacked,non-triple
ens-1418,stacked,non-triple
ens-1419,stacked,non-triple
ens-1420,stacked,non-triple
ens-1421,stacked,non-triple
ens-1422,stacked,non-triple
ens-1423,stacked,non-triple
ens-1424,stacked,non-triple
ens-1425,stacked,non-triple
ens-1426,stacked,non-triple
ens-1427,stacked,non-triple
ens-1428,stacked,non-triple
ens-1429,stacked,non-triple
ens-1430,stacked,non-triple
ens-1431,stacked,non-triple
ens-1432,stacked,non-triple
ens-1433,stacked,non-triple
ens-1434,stacked,non-triple
ens-1435,stacked,non-triple
ens-1436,stacked,non-triple
ens-1437,stacked,non-triple
ens-1438,stacked,non-triple
ens-1439,stacked,non-triple
ens-1440,stacked,non-triple
ens-1441,stacked,non-triple
ens-1442,stacked,non-triple
ens-1443,stacked,non-triple
ens-1444,stacked,non-triple
ens-1445,stacked,non-triple
ens-1446,stacked,non-triple
ens-1447,stacked,non-triple
ens-1448,stacked,non-triple
ens-1449,stacked,non-triple
ens-1450,stacked,non-triple
ens-1451,stacked,non-triple
ens-1452,stacked,non-triple
ens-1453,stacked,non-triple
ens-1454,stacked,non-triple
ens-1455,stacked,non-triple
ens-1456,stacked,non-triple
ens-1457,stacked,non-triple
ens-1458,stacked,non-triple
ens-1459,stacked,non-triple
ens-1460,stacked,non-triple
ens-1461,stacked,non-triple
ens-1462,stacked,non-triple
ens-1463,stacked,non-triple
ens-1464,stacked,non-triple
ens-1465,stacked,non-triple
ens-1466,stacked,non-triple
ens-1467,stacked,non-triple
ens-1468,stacked,non-triple
ens-1469,stacked,non-triple
ens-1470,stacked,non-triple
ens-1471,stacked,non-triple
ens-1472,stacked,non-triple
ens-1473,stacked,non-triple
ens-1474,stacked,non-triple
ens-1475,stacked,non-triple
ens-1476,stacked,non-triple
ens-1477,stacked,non-triple
ens-1478,stacked,non-triple
ens-1479,stacked,non-triple
ens-1480,stacked,non-triple
ens-1481,stacked,non-triple
ens-1482,stacked,non-triple
ens-1483,stacked,non-triple
ens-1484,stacked,non-triple
ens-1485,stacked,non-triple
ens-1486,stacked,non-triple
ens-1487,stacked,non-triple
ens-1488,stacked,non-triple
ens-1489,stacked,non-triple
ens-1490,stacked,non-triple
ens-1491,stacked,non-triple
ens-1492,stacked,non-triple
ens-1493,stacked,non-triple
ens-1494,stacked,non-triple
ens-1495,stacked,non-triple
ens-1496,stacked,non-triple
ens-1497,stacked,non-triple
ens-1498,stacked,non-triple
ens-1499,stacked,non-triple
ens-1500,stacked,non-triple
ens-1501,stacked,non-triple
ens-1502,stacked,non-triple
ens-1503,stacked,non-triple
ens-1504,stacked,non-triple
ens-1505,stacked,non-triple
ens-1506,stacked,non-triple
ens-1507,stacked,non-triple
ens-1508,stacked,non-triple
ens-1509,stacked,non-triple
ens-1510,stacked,non-triple
ens-1511,stacked,non-triple
ens-1512,stacked,non-triple
ens-1513,stacked,non-triple
ens-1514,stacked,non-triple
ens-1515,stacked,non-triple
ens-1516,stacked,non-triple
ens-1517,stacked,non-triple
ens-1518,stacked,non-triple
ens-1519,stacked,non-triple
ens-1520,stacked,non-triple
ens-1521,stacked,non-triple
ens-1522,stacked,non-triple
ens-1523,stacked,non-triple
ens-1524,stacked,non-triple
ens-1525,stacked,non-triple
ens-1526,stacked,non-triple
ens-1527,stacked,non-triple
ens-1528,stacked,non-triple
ens-1529,stacked,non-triple
ens-1530,stacked,non-triple
ens-1531,stacked,non-triple
ens-1532,stacked,non-triple
ens-1533,stacked,non-triple
ens-1534,stacked,non-triple
ens-1535,stacked,non-triple
ens-1536,stacked,non-triple
ens-1537,stacked,non-triple
ens-1538,stacked,non-triple
ens-1539,stacked,non-triple
ens-1540,stacked,non-triple
ens-1541,stacked,non-triple
ens-1542,stacked,non-triple
ens-1543,stacked,non-triple
ens-1544,stacked,non-triple
ens-1545,stacked,non-triple
ens-1546,stacked,non-triple
ens-1547,stacked,non-triple
ens-1548,stacked,non-triple
ens-1549,stacked,non-triple
ens-1550,stacked,non-triple
ens-1551,stacked,non-triple
ens-1552,stacked,non-triple
ens-1553,stacked,non-triple
ens-1554,stacked,non-triple
ens-1555,stacked,non-triple
ens-1556,stacked,non-triple
ens-1557,stacked,non-triple
ens-1558,stacked,non-triple
ens-1559,stacked,non-triple
ens-1560,stacked,non-triple
ens-1561,stacked,non-triple
ens-1562,stacked,non-triple
ens-1563,stacked,non-triple
ens-1564,stacked,non-triple
ens-1565,stacked,non-triple
ens-1566,stacked,non-triple
ens-1567,stacked,non-triple
ens-1568,stacked,non-triple
ens-1569,stacked,non-triple
ens-1570,stacked,non-triple
ens-1571,stacked,non-triple
ens-1572,stacked,non-triple
ens-1573,stacked,non-triple
ens-1574,stacked,non-triple
ens-1575,stacked,non-triple
ens-1576,stacked,non-triple
ens-1577,stacked,non-triple
ens-1578,stacked,non-triple
ens-1579,stacked,non-triple
ens-1580,stacked,non-triple
ens-1581,stacked,non-triple
ens-1582,stacked,non-triple
ens-1583,stacked,non-triple
ens-1584,stacked,non-triple
ens-1585,stacked,non-triple
ens-1586,stacked,non-triple
ens-1587,stacked,non-triple
ens-1588,stacked,non-triple
ens-1589,stacked,non-triple
ens-1590,stacked,non-triple
ens-1591,stacked,non-triple
ens-1592,stacked,non-triple
ens-1593,stacked,non-triple
ens-1594,stacked,non-triple
ens-1595,stacked,non-triple
ens-1596,stacked,non-triple
ens-1597,stacked,non-triple
ens-1598,stacked,non-triple
ens-1599,stacked,non-triple
ens-1600,stacked,non-triple
ens-1601,stacked,non-triple
ens-1602,stacked,non-triple
ens-1603,stacked,non-triple
ens-1604,stacked,non-triple
ens-1605,stacked,non-triple
ens-1606,stacked,non-triple
ens-1607,stacked,non-triple
ens-1608,stacked,non-triple
ens-1609,stacked,non-triple
ens-1610,stacked,non-triple
ens-1611,stacked,non-triple
ens-1612,stacked,non-triple
ens-1613,stacked,non-triple
ens-1614,stacked,non-triple
ens-1615,stacked,non-triple
ens-1616,stacked,non-triple
ens-1617,stacked,non-triple
ens-1618,stacked,non-triple
ens-1619,stacked,non-triple
ens-1620,stacked,non-triple
ens-1621,stacked,non-triple
ens-1622,stacked,non-triple
ens-1623,stacked,non-triple
ens-1624,stacked,non-triple
ens-1625,stacked,non-triple
ens-1626,stacked,non-triple
ens-1627,stacked,non-triple
ens-1628,stacked,non-triple
ens-1629,stacked,non-triple
ens-1630,stacked,non-triple
ens-1631,stacked,non-triple
ens-1632,stacked,non-triple
ens-1633,stacked,non-triple
ens-1634,stacked,non-triple
ens-1635,stacked,non-triple
ens-1636,stacked,non-triple
ens-1637,stacked,non-triple
ens-1638,stacked,non-triple
ens-1639,stacked,non-triple
ens-1640,stacked,non-triple
ens-1641,stacked,non-triple
ens-1642,stacked,non-triple
ens-1643,stacked,non-triple
ens-1644,stacked,non-triple
ens-1645,stacked,non-triple
ens-1646,stacked,non-triple
ens-1647,stacked,non-triple
ens-1648,stacked,non-triple
ens-1649,stacked,non-triple
ens-1650,stacked,non-triple
ens-1651,stacked,non-triple
ens-1652,stacked,non-triple
ens-1653,stacked,non-triple
ens-1654,stacked,non-triple
ens-1655,stacked,non-triple
ens-1656,stacked,non-triple
ens-1657,stacked,non-triple
ens-1658,stacked,non-triple
ens-1659,stacked,non-triple
ens-1660,stacked,non-triple
ens-1661,stacked,non-triple
ens-1662,stacked,non-triple
ens-1663,stacked,non-triple
ens-1664,stacked,non-triple
ens-1665,stacked,non-triple
ens-1666,stacked,non-triple
ens-1667,stacked,non-triple
ens-1668,stacked,non-triple
ens-1669,stacked,non-triple
ens-1670,stacked,non-triple
ens-1671,stacked,non-triple
ens-1672,stacked,non-triple
ens-1673,stacked,non-triple
ens-1674,stacked,non-triple
ens-1675,stacked,non-triple
ens-1676,stacked,non-triple
ens-1677,stacked,non-triple
ens-1678,stacked,non-triple
ens-1679,stacked,non-triple
ens-1680,stacked,non-triple
ens-1681,stacked,non-triple
ens-1682,stacked,non-triple
ens-1683,stacked,non-triple
ens-1684,stacked,non-triple
ens-1685,stacked,non-triple
ens-1686,stacked,non-triple
ens-1687,stacked,non-triple
ens-1688,stacked,non-triple
ens-1689,stacked,non-triple
ens-1690,stacked,non-triple
ens-1691,stacked,non-triple
ens-1692,stacked,non-triple
ens-1693,stacked,non-triple
ens-1694,stacked,non-triple
ens-1695,stacked,non-triple
ens-1696,stacked,non-triple
ens-1697,stacked,non-triple
ens-1698,stacked,non-triple
ens-1699,stacked,non-triple
ens-1700,stacked,non-triple
ens-1701,stacked,non-triple
ens-1702,stacked,non-triple
ens-1703,stacked,non-triple
ens-1704,stacked,non-triple
ens-1705,stacked,non-triple
ens-1706,stacked,non-triple
ens-1707,stacked,non-triple
ens-1708,stacked,non-triple
ens-1709,stacked,non-triple
ens-1710,stacked,non-triple
ens-1711,stacked,non-triple
ens-1712,stacked,non-triple
ens-1713,stacked,non-triple
ens-1714,stacked,non-triple
ens-1715,stacked,non-triple
ens-1716,stacked,non-triple
ens-1717,stacked,non-triple
ens-1718,stacked,non-triple
ens-1719,stacked,non-triple
ens-1720,stacked,non-triple
ens-1721,stacked,non-triple
ens-1722,stacked,non-triple
ens-1723,stacked,non-triple
ens-1724,stacked,non-triple
ens-1725,stacked,non-triple
ens-1726,stacked,non-triple
ens-1727,stacked,non-triple
ens-1728,stacked,non-triple
ens-1729,stacked,non-triple
ens-1730,stacked,non-triple
ens-1731,stacked,non-triple
ens-1732,stacked,non-triple
ens-1733,stacked,non-triple
ens-1734,stacked,non-triple
ens-1735,stacked,non-triple
ens-1736,stacked,non-triple
ens-1737,stacked,non-triple
ens-1738,stacked,non-triple
ens-1739,stacked,non-triple
ens-1740,stacked,non-triple
ens-1741,stacked,non-triple
ens-1742,stacked,non-triple
ens-1743,stacked,non-triple
ens-1744,stacked,non-triple
ens-1745,stacked,non-triple
ens-1746,stacked,non-triple
ens-1747,stacked,non-triple
ens-1748,stacked,non-triple
ens-1749,stacked,non-triple
ens-1750,stacked,non-triple
ens-1751,stacked,non-triple
ens-1752,stacked,non-triple
ens-1753,stacked,non-triple
ens-1754,stacked,non-triple
ens-1755,stacked,non-triple
ens-1756,stacked,non-triple
ens-1757,stacked,non-triple
ens-1758,stacked,non-triple
ens-1759,stacked,non-triple
ens-1760,stacked,non-triple
ens-1761,stacked,non-triple
ens-1762,stacked,non-triple
ens-1763,stacked,non-triple
ens-1764,stacked,non-triple
ens-1765,stacked,non-triple
ens-1766,stacked,non-triple
ens-1767,stacked,non-triple
ens-1768,stacked,non-triple
ens-1769,stacked,non-triple
ens-1770,stacked,non-triple
ens-1771,stacked,non-triple
ens-1772,stacked,non-triple
ens-1773,stacked,non-triple
ens-1774,stacked,non-triple
ens-1775,stacked,non-triple
ens-1776,stacked,non-triple
ens-1777,stacked,non-triple
ens-1778,stacked,non-triple
ens-1779,stacked,non-triple
ens-1780,stacked,non-triple
ens-1781,stacked,non-triple
ens-1782,stacked,non-triple
ens-1783,stacked,non-triple
ens-1784,stacked,non-triple
ens-1785,stacked,non-triple
ens-1786,stacked,non-triple
ens-1787,stacked,non-triple
ens-1788,stacked,non-triple
ens-1789,stacked,non-triple
ens-1790,stacked,non-triple
ens-1791,stacked,non-triple
ens-1792,stacked,non-triple
ens-1793,stacked,non-triple
ens-1794,stacked,non-triple
ens-1795,stacked,non-triple
ens-1796,stacked,non-triple
ens-1797,stacked,non-triple
ens-1798,stacked,non-triple
ens-1799,stacked,non-triple
ens-1800,stacked,non-triple
ens-1801,stacked,non-triple
ens-1802,stacked,non-triple
ens-1803,stacked,non-triple
ens-1804,stacked,non-triple
ens-1805,stacked,non-triple
ens-1806,stacked,non-triple
ens-1807,stacked,non-triple
ens-1808,stacked,non-triple
ens-1809,stacked,non-triple
ens-1810,stacked,non-triple
ens-1811,stacked,non-triple
ens-1812,stacked,non-triple
ens-1813,stacked,non-triple
ens-1814,stacked,non-triple
ens-1815,stacked,non-triple
ens-1816,stacked,non-triple
ens-1817,stacked,non-triple
ens-1818,stacked,non-triple
ens-1819,stacked,non-triple
ens-1820,stacked,non-triple
ens-1821,stacked,non-triple
ens-1822,stacked,non-triple
ens-1823,stacked,non-triple
ens-1824,stacked,non-triple
ens-1825,stacked,non-triple
ens-1826,stacked,non-triple
ens-1827,stacked,non-triple
ens-1828,stacked,non-triple
ens-1829,stacked,non-triple
ens-1830,stacked,non-triple
ens-1831,stacked,non-triple
ens-1832,stacked,non-triple
ens-1833,stacked,non-triple
ens-1834,stacked,non-triple
ens-1835,stacked,non-triple
ens-1836,stacked,non-triple
ens-1837,stacked,non-triple
ens-1838,stacked,non-triple
ens-1839,stacked,non-triple
ens-1840,stacked,non-triple
ens-1841,stacked,non-triple
ens-1842,stacked,non-triple
ens-1843,stacked,non-triple
ens-1844,stacked,non-triple
ens-1845,stacked,non-triple
ens-1846,stacked,non-triple
ens-1847,stacked,non-triple
ens-1848,stacked,non-triple
ens-1849,stacked,non-triple
ens-1850,stacked,non-triple
ens-1851,stacked,non-triple
ens-1852,stacked,non-triple
ens-1853,stacked,non-triple
ens-1854,stacked,non-triple
ens-1855,stacked,non-triple
ens-1856,stacked,non-triple
ens-1857,stacked,non-triple
ens-1858,stacked,non-triple
ens-1859,stacked,non-triple
ens-1860,stacked,non-triple
ens-1861,stacked,non-triple
ens-1862,stacked,non-triple
ens-1863,stacked,non-triple
ens-1864,stacked,non-triple
ens-1865,stacked,non-triple
ens-1866,stacked,non-triple
ens-1867,stacked,non-triple
ens-1868,stacked,non-triple
ens-1869,stacked,non-triple
ens-1870,stacked,non-triple
ens-1871,stacked,non-triple
ens-1872,stacked,non-triple
ens-1873,stacked,non-triple
ens-1874,stacked,non-triple
ens-1875,stacked,non-triple
ens-1876,stacked,non-triple
ens-1877,stacked,non-triple
ens-1878,stacked,non-triple
ens-1879,stacked,non-triple
ens-1880,stacked,non-triple
ens-1881,stacked,non-triple
ens-1882,stacked,non-triple
ens-1883,stacked,non-triple
ens-1884,stacked,non-triple
ens-1885,stacked,non-triple
ens-1886,stacked,non-triple
ens-1887,stacked,non-triple
ens-1888,stacked,non-triple
ens-1889,stacked,non-triple
ens-1890,stacked,non-triple
ens-1891,stacked,non-triple
ens-1892,stacked,non-triple
ens-1893,stacked,non-triple
ens-1894,stacked,non-triple
ens-1895,stacked,non-triple
ens-1896,stacked,non-triple
ens-1897,stacked,non-triple
ens-1898,stacked,non-triple
ens-1899,stacked,non-triple
ens-1900,stacked,non-triple
ens-1901,stacked,non-triple
ens-1902,stacked,non-triple
ens-1903,stacked,non-triple
ens-1904,stacked,non-triple
ens-1905,stacked,non-triple
ens-1906,stacked,non-triple
ens-1907,stacked,non-triple
ens-1908,stacked,non-triple
ens-1909,stacked,non-triple
ens-1910,stacked,non-triple
ens-1911,stacked,non-triple
ens-1912,stacked,non-triple
ens-1913,stacked,non-triple
ens-1914,stacked,non-triple
ens-1915,stacked,non-triple
ens-1916,stacked,non-triple
ens-1917,stacked,non-triple
ens-1918,stacked,non-triple
ens-1919,stacked,non-triple
ens-1920,stacked,non-triple
ens-1921,stacked,non-triple
ens-1922,stacked,non-triple
ens-1923,stacked,non-triple
ens-1924,stacked,non-triple
ens-1925,stacked,non-triple
