pdb,stacking,base_triple_type
ens-1926,stacked,non-triple
ens-1927,stacked,non-triple
ens-1928,stacked,non-triple
ens-1929,stacked,non-triple
ens-1930,stacked,non-triple
ens-1931,stacked,non-triple
ens-1932,stacked,non-triple
ens-1933,stacked,non-triple
ens-1934,stacked,non-triple
ens-1935,stacked,non-triple
ens-1936,stacked,non-triple
ens-1937,stacked,non-triple
ens-1938,stacked,non-triple
ens-1939,stacked,non-triple
ens-1940,stacked,non-triple
ens-1941,stacked,non-triple
ens-1942,stacked,non-triple
ens-1943,stacked,non-triple
ens-1944,stacked,non-triple
ens-1945,stacked,non-triple
ens-1946,stacked,non-triple
ens-1947,stacked,non-triple
ens-1948,stacked,non-triple
ens-1949,stacked,non-triple
ens-1950,stacked,non-triple
ens-1951,stacked,non-triple
ens-1952,stacked,non-triple
ens-1953,stacked,non-triple
ens-1954,stacked,non-triple
ens-1955,stacked,non-triple
ens-1956,stacked,non-triple
ens-1957,stacked,non-triple
ens-1958,stacked,non-triple
ens-1959,stacked,non-triple
ens-1960,stacked,non-triple
ens-1961,stacked,non-triple
ens-1962,stacked,non-triple
ens-1963,stacked,non-triple
ens-1964,stacked,non-triple
ens-1965,stacked,non-triple
ens-1966,stacked,non-triple
ens-1967,stacked,non-triple
ens-1968,stacked,non-triple
ens-1969,stacked,non-triple
ens-1970,stacked,non-triple
ens-1971,stacked,non-triple
ens-1972,stacked,non-triple
ens-1973,stacked,non-triple
ens-1974,stacked,non-triple
ens-1975,stacked,non-triple
ens-1976,stacked,non-triple
ens-1977,stacked,non-triple
ens-1978,stacked,non-triple
ens-1979,stacked,non-triple
ens-1980,stacked,non-triple
ens-1981,stacked,non-triple
ens-1982,stacked,non-triple
ens-1983,stacked,non-triple
ens-1984,stacked,non-triple
ens-1985,stacked,non-triple
ens-1986,stacked,non-triple
ens-1987,stacked,non-triple
ens-1988,stacked,non-triple
ens-1989,stacked,non-triple
ens-1990,stacked,non-triple
ens-1991,stacked,non-triple
ens-1992,stacked,non-triple
ens-1993,stacked,non-triple
ens-1994,stacked,non-triple
ens-1995,stacked,non-triple
ens-1996,stacked,non-triple
ens-1997,stacked,non-triple
ens-1998,stacked,non-triple
ens-1999,stacked,non-triple
ens-2000,stacked,non-triple
